,GroupId,SubGroupId,Categories,Q&A
59,0,2,İnternet Şubesi,"Cache temizliği nasıl yapılır?
Açılan ekranın ilk ana başlığı olan General (Genel) sayfası seçilir. Sayfanın ortasında yer alan Delete Files ( Dosya Sil ) butonu tıklanır ve açılan ekrandaki Delete All Offline Content  (Tüm çevirim dışlı içeriği sil) kutucuğu işaretlenerek tamam butonuna basılır. Bu işlem sonucunda  Temporary Internet Files (Geçici Internet Dosyaları) klasöründe yer alan dosyalar temizlenmiş olacaktır. Yine aynı ekranda bulunan Delete Cookies (Tanımlama Bilgisi Sil) ve Clear History (Geçmişi Sil) kısımlarında da aynı işlem tekrarlanır."
60,0,2,İnternet Şubesi,"Online Analist işlemleri nasıl yapılır?
Online Analist ile piyasaları tüm yönleriyle takip edebilir, hisse senedi ve VİOP alım satım işlemlerinizi yapabilirsiniz. Online Analist’i bilgisayarınıza ayrıca yüklemeniz gerekmektedir. Detaylı bilgi için tıklayınız."
61,0,2,İnternet Şubesi,"Yurtdışında yaşıyorum/bulunuyorum. İnternet Şubesi şifremi nasıl alabilirim?
Yurtdışında yaşayan müşterilerimiz de Yapı Kredi Bireysel İnternet Şubesi’ne başvurabilir. Hemen Üye Ol adımından ya da +90 850 222 0 444 / +90 212 444 0 444 Yapı Kredi Telefon Bankacılığı’ndan İnternet Şubesi şifrenizi alabilirsiniz."
62,0,2,İnternet Şubesi,"Kredi kartım ile giriş yapıyorum ancak işlem yapamıyorum neden?
Kart İşlemlerim alanından giriş yapmanız durumunda sadece kredi kartı bilgilerinizi görüntüleyebilirsiniz, diğer bankacılık işlemlerini yapabilmeniz için Bireysel İnternet Şubesi üyeliğinizin bulunması gerekmektedir. Hemen üye olmak için tıklayınız.

İnternet şubesi üyeliğiniz bulunuyor ise, kullanıcı kodu ya da TC Kimlik No ve şifreniz ile Bireysel İnternet Şubesi alanından giriş yaparak internet şubesini tüm fonksiyonları ile anında kullanmaya başlayabilirsiniz."
63,0,2,İnternet Şubesi,"Yapı Kredi İnternet Şubesi’nden hangi işlemleri yapabilirim?
Bireysel İnternet Şubesi işlem listesi için tıklayınız
Kurumsal İnternet Şubesi işlem listesi için tıklayınız"
64,0,2,İnternet Şubesi,"Yapı Kredi İnternet Şubesi işlem limitleri ve saatleri nelerdir?
Bireysel İnternet Şubesi işlem saatleri ile ilgili bilgiye ulaşmak için tıklayınız. Kurumsal İnternet Şubesi işlem limit ve saatlerine ulaşmak için tıklayınız."
65,0,2,İnternet Şubesi,"Yapı Kredi İnternet Şubesi'ne ATM’den/Şubeden/Çağrı Merkezinden başvurdum, cep telefonuma bir şifre gönderildi. Bu şifre ile İnternet Şubesi'ne girebilir miyim?
Evet. Cep telefonunuza gelen şifre ile doğrudan internet şubesine giriş yapabilirsiniz. İlk girişinizde cep telefonunuza gelen şifreyi değiştirmeniz istenecektir. Bu ekranda yeni bir şifre oluşturarak internet şubesine sonraki girişlerinizde belirlediğiniz şifreyi kullanabilirsiniz."
66,0,2,İnternet Şubesi,"Yapı Kredi Bireysel İnternet Şubesi’ne nasıl başvurabilirim?
Yapı Kredi İnternet Şubesi’ne size en uygun kanalı seçerek hemen başvurabilirsiniz.

İnternetten

www.yapikredi.com.tr’deki Şifre Al/Şifremi Unuttum bölümünden Müşteri Numarası, TC Kimlik No, Banka Kartı ya da Kredi Kartı bilgileriyle başvurunuzu yapabilirsiniz. Bankamızdan bir kartınız bulunmuyorsa kartsız olarak da şifre işlemlerinizi tamamlayabilirsiniz.

Ekranda istenen bilgileri girdikten sonra, İnternet Şubesi'ne girişte kullanacağınız Kullanıcı Kodunuz ekranda gösterilecektir.

Şifrenizi belirledikten sonra Kullanıcı Kodunuz ve Şifrenizle İnternet Şubesi'ni hemen kullanmaya başlayabilirsiniz.

Çağrı Merkezi'nden

444 0 444 / 0850 222 0 444 Yapı Kredi Telefon Bankacılığı’nı arayarak müşteri temsilcinize İnternet Şubesi şifresi almak istediğinizi belirtin.

Müşteri temsilciniz bankamızda kayıtlı cep telefonunuza SMS ile internet şubesi şifresi kodu gönderecektir.

Müşteri temsilcisi başvurunuzu aldıktan sonra bankamızda kayıtlı cep telefonunuza SMS ile gönderilecek internet şubesi şifresi ve TC kimlik numaranız ile internet şubesine hemen giriş yapabilirsiniz.

Şifrenizin geçerlilik süresi 7 gündür. Bu süre içinde şifrenizi kullanmadıysanız başvurunuzu dilediğiniz kanaldan yeniden yapabilirsiniz.

ATM’den

Kartınızı taktıktan sonra Kullanıcı İşlemleri menüsünden başvurun.

Başvurunuz sonucunda belirlediğiniz cep telefonunuza SMS ile gönderilecek şifre ve TC kimlik numaranız ile internet şubesine hemen giriş yapabilirsiniz.

Şifrenizin geçerlilik süresi 7 gündür. Bu süre içinde şifrenizle ile giriş yapıp şifre değişikliği yapmanız gerekir. Bu süre içerisinde şifrenizi kullanmadıysanız başvurunuzu dilediğiniz kanaldan yeniden yapabilirsiniz.

Şube’den

Herhangi bir Yapı Kredi şubesinde müşteri temsilcinize İnternet Şubesi şifresi almak istediğinizi belirtebilirsiniz.

Müşteri temsilcisi başvurunuzu aldıktan sonra bankamızda kayıtlı cep telefonunuza SMS ile gönderilecek şifre ve TC Kimlik numaranızla İnternet şubesine hemen giriş yapabilirsiniz.

Şifrenizin geçerlilik süresi 7 gündür. Bu süre içinde şifrenizle ile giriş yapıp şifre değişikliği yapmanız gerekir.Bu süre içerisinde şifrenizi kullanmadıysanız başvurunuzu dilediğiniz kanaldan yeniden yapabilirsiniz."
67,0,2,İnternet Şubesi,"www.yapikredi.com.tr’de yer alan Şifre Al/Şifremi Unuttum menüsünden şifremi oluşturdum. İnternet şubesine girişte kullanıcı kodu da isteniyor. Kullanıcı kodumu nasıl alabilirim?
Kullanıcı kodunuz başvuru işleminin sonunda gösterilmekte, ayrıca şifre alma işleminizin sonrasında cep telefonunuza kısa mesaj yoluyla da gönderilmektedir.

Kullanıcı kodunuzu hatırlamıyorsanız internet şubesine TC kimlik numaranız ile de giriş yapabilir, 444 0 444 / 0850 222 0 444 Yapı Kredi Telefon Bankacılığı’nı aradıktan sonra 4'ü tuşlayarak İnternet Destek hattımızdan kullanıcı kodunuzu öğrenebilirsiniz.
"
68,0,2,İnternet Şubesi,"Şifremi unuttum ne yapmalıyım?
İnternet şubesi giriş sayfasında şifre kutucuğunun yanında bulunan Unuttum'a tıklayarak kredi kart ya da banka kartı bilgilerinizle şifrenizi değiştirebilirsiniz. Bankamızdan bir kartınız bulunmuyorsa kartsız olarak da şifre işlemlerinizi tamamlayabilirsiniz. Hemen yeni şifre almak için tıklayınız."
69,0,2,İnternet Şubesi,"Kullanıcı kodumu unuttum. Ne yapmalıyım?
Kullanıcı kodunuzu hatırlamıyorsanız internet şubesine TC kimlik numaranız ile de giriş yapabilir, 444 0 444 / 0850 222 0 444 Yapı Kredi Telefon Bankacılığı’nı aradıktan sonra 4'ü tuşlayarak İnternet Destek hattımızdan öğrenebilirsiniz."
70,0,2,İnternet Şubesi,"Kredi kartım ya da banka kartım yok, Yapı Kredi Bireysel İnternet Şubesi'ne nasıl başvurabilirim?
Bireysel İnternet Şubesi’ne başvurmak için hesabınız olması yeterlidir. Kredi kartınız ya da banka kartınız yoksa www.yapikredi.com.tr Şifre Al/Şifremi Unuttum alanından size sorulan bilgilerle kartsız da üye olabilirsiniz.

Ek olarak, Yapı Kredi Şubeleri’nden ya da Telefon Bankacılığı'nı arayarak da (444 0 444 / 0850 222 0 444) başvurunuzu iletebilirsiniz. Başvurunuz sonucu SMS ile cep telefonunuza bir şifre gönderilecektir. Bu şifre ve TC kimlik numaranız ile internet şubesine hemen giriş yapabilirsiniz."
71,0,2,İnternet Şubesi,"Kart İşlemlerim kullanıyorum, Bireysel İnternet Şubesi'ne nasıl geçebilirim?
Kredi kartı ile giriş yaptıktan sonra ana sayfada sağ alanda yer alan Hemen Üye Ol butonu aracılığı ile üyelik işleminizi tamamlayarak Bireysel İnternet Şubesi'ni tüm fonksiyonları ile kullanmaya başlayabilirsiniz*.

* Bireysel İnternet Şubesi üyesi olmak için Yapı Kredi’de hesabınız olmalıdır."
72,0,2,İnternet Şubesi,"Kredi Kartı ile giriş nasıl yapılır ?
Kart İşlemlerime giriş yapmak için Şifre Al/Şifremi Unuttum menüsünden anında bir şifre belirleyebilir, Bireysel İnternet Şubesi şifreniz bulunuyorsa bu şifre ile de Kart İşlemlerim’e giriş yapabilirsiniz."
73,0,2,İnternet Şubesi,"Hesaplarımı İnternet Şubesi kanalı ile kendim kapatabilir miyim?
Evet, tek bir hesap kalana kadar mevcut hesaplarınızı kapatabilirsiniz. Hesaplarınızın tamamını kapatmak istiyorsanız, size en yakın şubemize uğrayarak talebinizi bildirebilirsiniz."
74,0,2,İnternet Şubesi,"Cep telefonuma gönderilen internet şubesi şifresini ne kadar süre içinde kullanmam gerekiyor?
Telefon Bankacılığı, şube ya da ATM üzerinden internet şubesine başvurduysanız, cep telefonunuza gönderilen şifrenizin geçerlilik süresi 7 gündür. Başvuru işlemini tamamlamak için 7 gün içinde bu şifre ile internet şubesine giriş yapmanız ve şifrenizi yenilemeniz gerekmektedir. 7 gün içinde kullanılmayan şifre geçersiz olacaktır. Bu durumda internet şubesi başvurunuzu www.yapikredi.com.tr'deki Şifre Al/Şifremi Unuttum menüsünden, Yapı Kredi ATM'lerinden, Çağrı Merkezi'nden ya da Yapı Kredi Şubeleri'nden başvurunuzu yeniden yapmanız gerekecektir."
75,0,2,İnternet Şubesi,"Cep telefonu kullanmıyorum, internet şubesine üye olabilir miyim?
Evet. Cep telefonu kullanmıyorsanız internet şubesi şifrenizi oluşturduktan sonra şifrenizi aktive etmek için ATM’den kolayca onaylayabilirsiniz.

www.yapikredi.com.tr’de yer alan Şifre Al/Şifremi Unuttum bölümünden hemen şifrenizi oluşturabilirsiniz. İşlemleriniz sırasında doğrulama kanalı olarak ATM seçeneğini tercih etmelisiniz.

ATM’den şifrenizi aktive etmek için ise Kullanıcı/Başvuru İşlemleri > Kullanıcı İşlemleri > İnternet/Mobil Şube Üyelik Onaylama adımlarını izleyerek onay vermeniz yeterlidir."
76,0,2,İnternet Şubesi,"ATM’den/Şube'den/Çağrı Merkezi'nden başlattığım başvuruyu nasıl tamamlayabilirim?
ATM’den/Şubeden/Çağrı Merkezi'nden yaptığınız başvuruyu takiben seçtiğiniz cep telefonunuza SMS ile bir şifre gelir. Bu şifre ve TC kimlik numaranız ile internet şubesine hemen giriş yapabilir ve takip eden ekranlarda şifrenizi yenileyerek internet şubesini kullanmaya başlayabilirsiniz."
77,0,2,İnternet Şubesi,"ATM’de görüntülenen cep telefonu numaram güncel değil, ne yapmalıyım?
ATM’de görüntülenen cep telefonu numaranız güncel değil ise yeni GSM numaranızı Yapı Kredi Şubelerinden ya da ATM'lerinden kaydettirmeniz gerekmektedir.
"
78,0,3,Güvenlik Ürünleri,"Kurumsal İnternet/Mobil Şube üyesiyim, sim kartımı değiştirdim, ne yapmalıyım?
SIM kartınızı değiştirmeniz durumunda güvenliğiniz için Kurumsal İnternet / Mobil Şube’de de Akıllı SMS kullanımınız blokelenmektedir. Blokenizi şubenize başvurarak kaldırabilirsiniz."
79,0,3,Güvenlik Ürünleri,"Bireysel İnternet/Mobil Şube üyesiyim, sim kartımı değiştirdim, ne yapmalıyım?
SIM kartınızı değiştirmeniz durumunda güvenliğiniz için Akıllı SMS ve 3 Boyutlu Güvenlik (3D Secure) kullanımınız blokelenmektedir. Akıllı SMS blokenizi en yakın Yapı Kredi ATM’sinden 7 gün içinde “Kullanıcı İşlemleri / İnternet - Mobil Şube Değişiklik Onaylama” adımından veya 444 0444 Telefon Bankacılığı’nı arayarak kaldırabilirsiniz."
80,0,3,Güvenlik Ürünleri,"Akıllı SMS numara değişikliği nasıl yapılır?
Akıllı SMS'te kayıtlı numaranız halen aktif ise, İnternet Şubesi'ne giriş yaptıktan sonra Ayarlarım/Akıllı Şifre İşlemlerim/Akıllı SMS/Akıllı SMS no değişikliği menüsünde mevcut numaraya gelecek olan onay şifresi ile ya da ATM onayı ile değişiklik yapabilirsiniz."
81,0,3,Güvenlik Ürünleri,"Akıllı cep cihaz değişikliği nasıl yapılır?
İsteğiniz konusunda öncelikle Akıllı Cep iptali için 444 0 444 / 0850 222 0 444 nolu telefondan 4 ve 4`ü tuşlayarak İnternet Şubesi Destek Hattına ulaşmanızı rica ediyoruz.Daha sonra yeni telefonunuz üzerinden yeni başvuruyu sayfamızdan yapabilir ve uygulamayı telefonunuza sms ile gelecek olan link üzerinden yükleyebilirsiniz."
82,0,3,Güvenlik Ürünleri,"Sim Kartımı değiştirdim, ne yapmalıyım?
SIM kartınızı değiştirmeniz durumunda güvenliğiniz için Akıllı SMS kullanımınız blokelenmektedir. Blokenizi Bireysel İnternet Şubesi için 444 0 444 / 0850 222 0 444 nolu telefonu, Kurumsal İnternet Şubesi için 444 0 448 / 0850 222 0 448 nolu telefonu arayarak ya da şubenize başvurarak kaldırabilirsiniz."
83,0,3,Güvenlik Ürünleri,"Turkcell Mobil İmza ile ilgili sorularım için kime danışabilirim?
Bireysel İnternet Şubesi Mobil İmza işlemleri için 444 0 444 / 0850 222 0 444 - 4, Kurumsal İnternet Şubesi Mobil İmza işlemleri için 444 0 448 / 0850 222 0 448 - 4 Yapı Kredi Telefon Şubesi’ne başvurabilir, doğrudan Turkcell Mobil İmza ile ilgili sorularınız için 444 0 532 ya da 444 0 535 numaralı Turkcell Müşteri Hizmetlerini arayabilirsiniz."
84,0,3,Güvenlik Ürünleri,"Mobil İmza ile Yapı Kredi İnternet Şubesi şifre giriş ekranında/işlem sırasında hata alıyorum. Ne yapmalıyım?
Şu an için sadece Turkcell Mobil imza desteklenmektedir. Turkcell Mobil İmza telefonunuzun SMS alıp gönderebildiği, Turkcell kapsama alanındaki her yerde çalışacaktır. Eğer kapsama alanı içindeyseniz lütfen telefonunuzu kapatıp tekrar açınız. Problem devam ediyorsa, imzalama mesajı telefonunuza ulaşmıyor veya imzalama işlemini gerçekleştirdiğiniz halde imzaya ilişkin bir hata mesajı alıyorsanız 444 0 532 ya da 444 0 535 numaralı Turkcell Müşteri Hizmetlerini arayınız. Eğer aldığınız hata mesajı bankacılık işleminiz ile ilgili ve Bireysel İnternet Şubesi’ni kullanıyorsanız 444 0 444 / 0850 222 0 444 - 4, Kurumsal İnternet Şubesi için ise 444 0 448 / 0850 222 0 448 - 4 Yapı Kredi Telefon Bankacılığı’na başvurabilirsiniz."
85,0,3,Güvenlik Ürünleri,"Ön başvurusunu Yapı Kredi Bankası dışındaki bankalardan veya noterden yaptığım Mobil İmza'mı Yapı Kredi Bireysel İnternet Şubesi’nde de kullanabilir miyim?
Evet, kullanabilirsiniz. Mobil İmza'yı Yapı Kredi Bireysel İnternet Şubesi’nde kullanabilmeniz için İnternet Şubesi’ne girişinizin ardından Ayarlarım/Akıllı Şifre İşlemlerim/Turkcell Mobil İmza/Mobil İmzam Var menüsünden Mobil İmza'nızı aktive etmeniz yeterlidir."
86,0,3,Güvenlik Ürünleri,"Mobil İmza’yı hangi telefon ve GSM operatörleri ile kullanabilirim?
Mobil İmza, sim kartı SimPlus128 olan Turkcell hatlı hemen her marka cep telefonunda* çalışmaktadır.

*Yapılan testlere göre sadece, Samsung N500, R220, N620 modellerinde mobil imza aktivasyonu yapılamamakta ancak başka bir telefon modelinde aktivasyon gerçekleştirilirse mobil imza kullanılabilmektedir. Ayrıca Samsung i750 modelinde, Nokia 6110, 5110, Motorola MPX220, Panasonic GD90 ve Sony Erricsson P800, P900, P910i modellerinde mobil imza çalışmamaktadır. Bunlar dışında Turkcell onaylı diğer telefon modellerinde bu güne kadar bir problem tespit edilmemiştir."
87,0,3,Güvenlik Ürünleri,"Akıllı Şifre kullanıyorum, Mobil İmza’ya başvurabilir miyim?
Evet, Akıllı Cep, Akıllı SMS kullanıyorsanız Turkcell Mobil İmza başvurusu ve aktivasyonu sonrasında bu ürünlerimizi Turkcell Mobil İmza ile kullanmaya devam edebileceksiniz."
88,0,3,Güvenlik Ürünleri,"Yapı Kredi Bireysel İnternet Şubesi içerisinde Turkcell Mobil İmzamı nerelerde kullanabilirim?
Turkcell Mobil İmza'nızı, Yapı Kredi Bireysel İnternet Şubesi girişinde ve işlem onaylamasında kullanabilirsiniz.

Mobil İmza kullanarak onaylayabileceğiniz işlemler listesi:
Hesaba Havale
İsme Havale
Cebe havale
Kredi Kartından Havale
Hesaba Havale (İleri Tarihli)
Yapı Kredi Yatırıma Havale
Hesaba EFT
İsme EFT
Kredi Kartından Hesaba EFT
Kredi Kartından Başka Banka Kredi Kartı Ödeme
Başka Banka Kredi Kartı Ödeme
Hesaba EFT (İleri Tarihli)
Başka Banka Kredi Kartı Ödeme (İleri Tarihli)
World Card ve Diğer Kredi Kartı İşlemleri
Başka World Kart Ödeme
Nakit Avans
Oyunlar
Sanal Kredi Kartı Limit Tanımlama
Kullanım Ayarları
Halka Arz Talep Giriş
Anında Hazır Kart TL Yükleme
Hızlıcep Talimatı
Kişisel Bilgi Güncelleme"
89,0,3,Güvenlik Ürünleri,"Turkcell Mobil İmza’ya nasıl başvurabilirim?
Turkcell Mobil İmza almak için öncelikle Yapı Kredi Bireysel İnternet Şubesi’nden ön başvuru yapmanız gerekmektedir.

Mobil İmza’ya ön başvuru yapmak için:

Yapı Kredi İnternet Şubesi’ne giriniz.
Yapı Kredi İnternet Şubesi üyesi değilseniz Yapı Kredi kredi kartınız ya da banka kartınız ile yapikredi.com.tr’deki Üyelik / Şifre İşlemleri bölümünden şifre alarak İnternet Şubemizi anında kullanmaya başlayabilirsiniz.
”Ayarlarım/Akıllı Şifre İşlemlerim” menüsünden ""Mobil İmza""ya tıklayınız.
Ekrana, Adınızı, Soyadınızı ve Telefon Numaranızı içeren bir ekran gelecektir.
Bilgilerinizin doğruluğunu kontrol ederek ""Onaylıyorum"" butonuna basınız.
Cep telefon numaranızın farklı olması durumunda herhangi bir Yapı Kredi Şubesi’ne giderek cep telefonu numaranızı güncelleyebilirsiniz. Size en yakın Yapı Kredi şubesine ulaşmak için tıklayınız.
Onaylıyorum butonuna bastığınızda, Mobil İmza ön başvurunuz Turkcell’e gönderilecektir. En geç 30 gün içerisinde nüfus cüzdanı, ehliyet, pasaport ya da avukat kimliğiniz ile yeni sim kartınızı (SimPlus128) almak ve başvurunuzu tamamlamak için dilediğiniz bir TurkcellExtra’ya başvurmanız gerekmektedir.*

Size en yakın TurkcellExtrayı öğrenmek için tıklayınız.

*Sim kart değişikliği hattın üzerine kayıtlı olan kişi tarafından yapılabilir. Eğer hattın sahibi değilseniz hat sahibinin başvurudan önce sim kart değişikliği yapıp size yeni sim kartı vermesi, size bu işlem için vekâletname vermesi ya da başvuru sırasında hat sahibi ile beraber gelip kartı değiştirmesini sağlamanız gerekmektedir."
90,0,3,Güvenlik Ürünleri,"Turkcell Mobil İmza’ya kimler başvurabilir?
Mobil İmza kullanabilmek için dilediğiniz bir Turkcell Extra’ya gidip abone olmadan önce, Yapı Kredi Bireysel İnternet Şubesi üzerinden ön başvuru yapmanız gerekmektedir.

Mobil İmza’nızı aldıktan sonra Yapı Kredi Bireysel İnternet Şubesi içerisinden Mobil İmza aktivasyon işlemini gerçekleştirerek Bankamızda kullanıma başlayabilirsiniz."
91,0,3,Güvenlik Ürünleri,"Turkcell Mobil İmza hizmeti için ne kadar ücret ödeyeceğim?
Turkcell Mobil İmza servisine abone olduğunuzda Turkcell tarafından sizin için başvurusu yapılan Nitelikli Elektronik Sertifika için ayrıca ücret alınmaz. Mobil İmza ücretlendirmesi ile ilgili detay bilgiye buraya tıklayarakTurkcell’in web sitesinden erişebilirsiniz. Turkcell Mobil İmza ile ilgili merak ettiğiniz tüm konular için 444 0 532 ya da 444 0 535 numaralı Turkcell Müşteri Hizmetleri ile görüşebilirsiniz."
92,0,3,Güvenlik Ürünleri,"Nitelikli Elektronik Sertifika nedir?
Nitelikli Elektronik Sertifika, imza sahibinin bilgilerini içerisinde barındıran ve atılmış olan elektronik imzayı doğrulayan, 5070 sayılı Elektronik İmza Kanunu ile yasallaşmış elektronik kimlik kartınızdır."
93,0,3,Güvenlik Ürünleri,"Turkcell Mobil İmza nedir?
Turkcell Mobil İmza, elektronik ortamda ıslak imza atmış gibi işlem yapabilmenizi sağlayan bir servistir. 5070 sayılı Elektronik İmza Kanunu’na göre elle atılan imza ile eşdeğer sayılan elektronik imzayı cep telefonunuzla atmanızı sağlar.

Özel sektör ya da kamu sektöründe ilgili kurumun uygulamasını entegre etmesi ile ıslak imza kullanılması gereken hemen her yerde Turkcell Mobil İmza kullanılabilir. Elektronik imza kanununa göre, belirli bir şekle tabi olan evlilik, tapu gibi işlemler ve bir kişiye başka bir kişinin kefil olması işlemi dışında her işlem elektronik imza ile imzalanabilir.

Yapı Kredi İnternet Şubesi için de Turkcell Mobil İmza kullanarak İnternet Şubesi’ne giriş yapabilir işlemlerinizi onaylayabilirsiniz."
94,0,3,Güvenlik Ürünleri,"Yurtdışına çıktığımda Akıllı SMS kullanmaya devam edebilir miyim?
GSM operatörlerinin kendi aralarında yaptıkları anlaşmalara bağlı olarak bazı ülkelere SMS gönderimi mümkün olmamaktadır. Müşterilerimizin herhangi bir sıkıntı yaşamamaları için yurtdışında Akıllı Cep kullanımını önermekteyiz."
95,0,3,Güvenlik Ürünleri,"Akıllı SMS’e nasıl başvurulur?
Akıllı SMS'i hemen kullanmaya başlamak için tek yapmanız gereken, Yapı Kredi İnternet Şubesi “Ayarlarım/Akıllı Şifre İşlemlerim” menüsünden ""Akıllı SMS"" adımını seçmeniz."
96,0,3,Güvenlik Ürünleri,"Akıllı SMS nedir?
Akıllı Şifre ailesinden biri olan ""Akıllı SMS"", İnternet Şubesi'ne girişleriniz ve her türlü para transferi ve ödeme işlemleriniz için cep telefonunuza ""Tek Kullanımlık Şifresi"" gönderme sistemidir."
97,0,3,Güvenlik Ürünleri,"Akıllı SMS neden güvenli?
Akıllı SMS, İnternet Şubesi'ni kullanırken 2 kademeli güvenlik sağlar; Akıllı SMS ile İnternet Şubesi'ni yüksek seviyeli güvenlik ile kullanabilirsiniz. Yüksek seviyeli güvenlik, işlem yaparken sürekli kullandığınız ve bildiğiniz kullanıcı kodunuz ile statik şifrenize ilave olarak cep telefonunuza gelen tek kullanımlık Akıllı SMS şifrenizi kullandığınızda sağlanır.

Akıllı SMS tarafından üretilen şifreler tek kullanımlıktır. Yani bir işleminiz için kullandığınız Akıllı SMS şifresi, ikinci kez siz ya da bir başkası tarafından kullanılamaz."
98,0,3,Güvenlik Ürünleri,"Uygulama silindi. Yeniden kullanabilir miyim?
Öncelikle 444 0 444 / 0850 222 0 444 numaralı Yapı Kredi Telefon Bankacılığı’nı arayarak mevcut Akıllı Cep’inizi iptal edin. Ardından Yapı Kredi İnternet Şubesi’nden yeniden cep telefonu modelinize uygun Akıllı Cep başvurusunda bulunun. Akıllı Cep uygulamasını AppStore, Android ve Blackberry Market’tlerin yanı sıra, başvuru sırasında size gönderilecek SMS mesajda yer alan link veya yukle.ykb.com adresinden indirerek kurabilir ve aktivasyon işlemlerini yaparak kullanmaya başlayabilirsiniz."
99,0,3,Güvenlik Ürünleri,"Tekrar aktivasyon için ne yapmam gerekiyor?
Akıllı Cep’inizi iptal ettirdikten sonra uygulamayı tekrar aktif duruma getirmek için uygulamayı cep telefonunuzdan silmeye gerek olmadan İnternet Şubesi’nden Akıllı Cep’e tekrar başvurun. Ardından Akıllı Cep uygulamasındaki Akıllı Cep Aktivasyon menüsünden Akıllı Cep’inizi tekrar aktif hale getirmeniz yeterlidir."
100,0,3,Güvenlik Ürünleri,"Mobil Şube uygulaması içerisinde yer alan Akıllı Cep’i nasıl kullanabilirim?
Tek Kullanımlık Şifre üretim uygulaması olan Akıllı Cep şimdi iPhone, iPad, Android ve Blackberry için hazırlanmış Mobil Şube uygulamaları ile entegre çalışıyor. Mobil Şube uygulamalarının içerisindeki Akıllı Cep’i aktive ederek İnternet/Mobil Şube giriş ve işlem onaylarınız için tek kullanımlık şifre üretebilirsiniz. Mobil Şube giriş ve işlem onaylarında ise şifre üretmeye gerek kalmadan Akıllı Cep Pin’i kullanabiliriz.

3 Adımda Akıllı Cep Aktivasyonu için tıklayınız.
1. iPhone, iPad, Android ve Blackberry cihazlarına özel hazırlanmış Mobil Şube uygulamaları (bu uygulamalarımız içerisinde entegre Akıllı Cep bulunmaktadır) veya java uyumlu Akıllı Cep’i cihazınıza yükleyiniz.
2. Daha önce mevcut bir Akıllı Cep’i olanlar 444 0 444 / 0850 222 0 444 Yapı kredi Telefon Bankacılığı’nı arayıp önce 4 sonra 1'i tuşlayarak Mevcut Akıllı cep’inizi iptal ettirmeliler. Eğer ilk kez Akıllı Cep kullanmaya başlıyorsanız 2. Adımdan itibaren işlemleri takip edebilirsiniz.
3. Bireysel İnternet ŞubesiAyarlarım/Akıllı Şifre İşlemlerim menüsünden Akıllı Cep’e başvurunuz. Başvuru sırasında verilen Aktivasyon Kodu ve Seri numarası ile Akıllı Cep’inizi aktive ediniz."
101,0,3,Güvenlik Ürünleri,"Akıllı Cep uygulamasını AppStore, Android Market,Blackberry Market veya yukle.ykb.com adresinden indirdim. Kullanmaya başlamak için ne yapmam gerekiyor?
Yapı Kredi İnternet Şubesi’nde bulunan Ayarlarım/Akıllı Şifre İşlemlerim menüsünden Akıllı Cep’e başvurun. Cep telefonunuza gelen Güvenlik Kodu’nu kullanarak ve ekrandaki kurulum adımlarını izleyerek oluşturacağınız tek kullanımlık şifre ile Akıllı Cep’inizi aktive edin."
102,0,3,Güvenlik Ürünleri,"Akıllı Cep Pin kodumu unuttum. Ne yapmam gerek?
Akıllı Cep uygulamasını 444 0 444 / 0850 222 0 444 numaralı Yapı Kredi Telefon Bankacılığı’ndan iptal etmeniz ardından Yapı Kredi İnternet Şubesi’ndeki Güvenlik İşlemleri/Akıllı Şifre menüsünden tekrar başvuruda bulunmanız gerekmektedir."
103,0,3,Güvenlik Ürünleri,"Akıllı cep ile ürettiğim şifreyi kullanmazsam ne olur?
Art arda belirli sayıda şifre üretir ve bu şifreleri kullanmazsanız, eşleme hatası oluşur ve İnternet Şubesi'ne bir sonraki girişinizde güvenliğiniz gereği ‘hatalı şifre' uyarısı alırsınız. Bu hatanın düzeltilmesi ve Akıllı Cep sisteminin kullanıma yeniden açılabilmesi için; Bireysel İnternet Şubesi için 444 0 444 / 0850 222 0 444 - 4, Kurumsal İnternet Şubesi için 444 0 448 / 0850 222 0 448 - 4’ü tuşlayarak İnternet Şubesi Destek Hattı müşteri temsilcilerimize danışabilirsiniz."
104,0,3,Güvenlik Ürünleri,"Akıllı cep ile nasıl şifre üretirim?
iPhone, iPad, Android ve Blackberry cihazlarına uygun Mobil Şube Uygulamasını ya da java uyumlu telefonunuza java Akıllı Cep uygulamasını mobil cihazınıza yükleme işlemlerini tamamladıktan sonra Tek Kullanımlık Şifre üretimine başlamak isterseniz:
Mobil Bankacılık uygulaması içerisindeki Akıllı Cep veye java uyumlu Akıllı Cep uygulamasına giriniz,
Mevcut menüden ""Akıllı Şifre Oluştur"" seçeneğini seçiniz,
Ekrana gelen alana kurulum esnasında belirlediğiniz Akıllı Cep kullanıcı şifrenizi (PIN) giriniz,
Şifre onayınızdan sonra Tek Kullanımlık Şifreniz ekranda görüntülenecektir,
Sekiz haneli Tek Kullanımlık Şifreniz ile 40 saniye içerisinde İnternet Şubesi'ne giriş yapmanız gerekir. Aksi halde, oluşturduğunuz şifre süre bitiminde ekrandan kaybolacaktır."
